تاريخ البيع,إسم المنتج,صنف المنتج,المدينة,السعر (رس),الكمية المباعة,السعر الإجمالي (رس)
2023-09-20,زينة اليوم الوطني السعودي 93 - نحلم ونحقق,هدايا,خميس مشيط,303.23,80,33219.48
2023-09-19,كروت حاملة للورد بشعار اليوم الوطني نحلم ونحقق,هدايا,خميس مشيط,212.12,57,8670.3
2023-09-15,زينة اليوم الوطني السعودي 93 - نحلم ونحقق,هدايا,جدة,116.07,21,8961.68
2023-09-17,عقال مقصب,ملابس,الرياض,444.14,48,6803.5
2023-09-21,شال نسائي اليوم الوطني,ملابس,الدمام,62.64,27,7937.52
2023-09-22,توزيعات شنطة الأناقة,هدايا,الدمام,57.29,89,3411.36
2023-09-21,توزيعات شنطة الأناقة,هدايا,خميس مشيط,386.08,33,1758.96
2023-09-19,تيشرت نحلم ونحقق,ملابس,جدة,375.52,74,28297.55
2023-09-22,دقلة اليوم الوطني,ملابس,خميس مشيط,134.55,88,24369.17
2023-09-15,جاكيت ولادي او بناتي اليوم الوطني 93,ملابس,الرياض,327.37,97,6303.15
2023-09-20,كوب قهوة - جيش التوحيد - اليوم الوطني السعودي,هدايا,الدمام,168.75,19,4942.08
2023-09-22,بالونات اليوم الوطني 93 - 6 بالون أخضر,هدايا,الرياض,113.49,41,6147.12
2023-09-17,عقال مقصب,ملابس,الرياض,363.32,55,17064.5
2023-09-15,دقلة اليوم الوطني,ملابس,جدة,385.1,69,31055.57
2023-09-20,سديري الهوية الوطنية,ملابس,الدمام,197.61,87,29562.96
2023-09-19,شال اليوم الوطني السعودي 93 - المكعب والفضاء ( وشاح قماشي ),ملابس,الرياض,271.86,48,32685.899999999998
2023-09-20,هدية تذكارية بنقش ليزر على الخشب لليوم الوطني (مجموعة 3 قطع),هدايا,الرياض,409.38,80,2367.56
2023-09-21,مجموعة 6 بوكسات,هدايا,الدمام,386.56,8,33247.44
2023-09-19,أقفاص حلويات بشعار اليوم الوطني نحلم,هدايا,الرياض,106.53,76,12387.57
2023-09-15,كوب قهوة - جيش التوحيد - اليوم الوطني السعودي,هدايا,الرياض,440.13,45,9628.8
2023-09-22,مجموعة 12 كرت حامل,هدايا,الرياض,255.32,91,36941.94
2023-09-15,وشاح أخضر مطبوع بشعار اليوم الوطني93 نحلم ونحقق,ملابس,خميس مشيط,87.39,94,9736.41
2023-09-20,دقلة اليوم الوطني,ملابس,الدمام,249.73,61,19683.3
2023-09-17,دقلة اليوم الوطني,ملابس,الدمام,295.72,46,1905.6
2023-09-21,عقال مقصب,ملابس,الرياض,350.37,64,20137.039999999997
2023-09-16,دقلة اليوم الوطني,ملابس,الدمام,403.67,98,22603.49
2023-09-18,بشت اليوم الوطني,ملابس,جدة,290.52,92,4568.3
2023-09-19,شال اليوم الوطني السعودي 93 - للقمة سائرين ( وشاح قماشي ),ملابس,الدمام,390.15,25,8088.94
2023-09-17,سديري ولادي اليوم الوطني 93,ملابس,الرياض,420.36,13,5410.3
2023-09-16,سديري الهوية الوطنية,ملابس,جدة,198.88,39,21301.95
2023-09-20,بشت اليوم الوطني,ملابس,خميس مشيط,181.63,34,21395.44
2023-09-20,شال اليوم الوطني السعودي 93 - الدرعية والعلا ( وشاح قماشي ),ملابس,الرياض,144.26,89,10496.1
2023-09-16,دقلة اليوم الوطني,ملابس,الرياض,396.93,11,14824.800000000001
2023-09-22,بكج توزيعات نحلم ونحقق,هدايا,الدمام,196.11,56,15644.42
2023-09-22,شال اليوم الوطني السعودي 93 - الدرعية والعلا ( وشاح قماشي ),ملابس,الرياض,160.86,75,11635.140000000001
2023-09-20,شال السعودية ( وشاح قماشي ) - اليوم الوطني السعودي,ملابس,الرياض,95.02,70,3800.6
2023-09-19,بكج توزيعات نحلم ونحقق,هدايا,الدمام,131.54,30,24662.4
2023-09-19,سديري الهوية الوطنية,ملابس,الرياض,233.65,2,29163.56
2023-09-16,جاكيت اطفال اليوم الوطني,ملابس,جدة,457.68,67,3622.08
2023-09-17,عقال مقصب,ملابس,الرياض,362.25,78,10596.0
2023-09-22,شال نسائي اليوم الوطني,ملابس,جدة,245.16,95,8056.98
2023-09-19,تيشرت نحلم ونحقق,ملابس,الدمام,463.63,59,9541.0
2023-09-19,تيشرت نحلم ونحقق,ملابس,جدة,110.55,16,27447.0
2023-09-16,كروت حاملة للورد بشعار اليوم الوطني نحلم ونحقق,هدايا,جدة,104.0,58,9954.119999999999
2023-09-17,بربتوز ولادي اليوم الوطني 93,ملابس,جدة,405.51,99,9672.39
2023-09-15,مجموعة 6 بوكسات,هدايا,الدمام,435.28,20,9846.99
2023-09-17,بشت اليوم الوطني السعودي 93,ملابس,الرياض,242.44,80,15251.25
2023-09-18,بشت اليوم الوطني,ملابس,الرياض,265.23,39,17359.45
2023-09-22,كروت حاملة للورد بشعار اليوم الوطني نحلم ونحقق,هدايا,الدمام,214.13,11,5438.16
2023-09-18,كوب قهوة - جيش التوحيد - اليوم الوطني السعودي,هدايا,جدة,421.4,75,1667.49
2023-09-20,هدية تذكارية بنقش ليزر على الخشب لليوم الوطني (مجموعة 3 قطع),هدايا,جدة,454.52,61,3211.3199999999997
2023-09-19,توزيعات شنطة الأناقة,هدايا,جدة,199.55,3,19888.47
2023-09-15,كوب قهوة - جيش التوحيد - اليوم الوطني السعودي,هدايا,الدمام,489.02,36,22260.48
2023-09-19,جاكيت اطفال اليوم الوطني,ملابس,الدمام,386.26,71,15740.4
2023-09-19,دقله اليوم الوطني السعودي 93,ملابس,جدة,449.38,33,5922.24
2023-09-17,بروش سيفين ونخلة - ( معدن ),هدايا,الدمام,339.81,52,13700.699999999999
2023-09-20,شال اليوم الوطني (هيا لنا دار),ملابس,خميس مشيط,54.56,85,4936.92
2023-09-18,دقله اليوم الوطني السعودي 93,ملابس,خميس مشيط,489.17,62,19862.15
2023-09-18,بشت اليوم الوطني بالاسم,ملابس,الدمام,426.16,63,3543.6000000000004
2023-09-19,عقال مقصب,ملابس,خميس مشيط,209.19,31,27601.6
2023-09-15,مجموعة 6 اكياس بهوية اليوم الوطني 93 مقاس 13*11*11 سم,هدايا,جدة,168.01,5,14801.599999999999
2023-09-20,توزيعات شنطة الأناقة,هدايا,جدة,157.55,24,4700.5199999999995
2023-09-16,بشت اليوم الوطني بالاسم,ملابس,خميس مشيط,390.26,87,42987.92
2023-09-17,عقال مقصب,ملابس,خميس مشيط,51.67,52,11302.8
2023-09-16,شال السعودية ( وشاح قماشي ) - اليوم الوطني السعودي,ملابس,خميس مشيط,111.62,46,5590.04
2023-09-18,جاكيت ولادي او بناتي اليوم الوطني 93,ملابس,خميس مشيط,260.28,68,4496.16
2023-09-21,زينة اليوم الوطني السعودي 93 - نحلم ونحقق,هدايا,خميس مشيط,472.86,85,8374.2
2023-09-21,مجموعة 6 اكياس بهوية اليوم الوطني 93 مقاس 13*11*11 سم,هدايا,الدمام,444.17,92,4041.0
2023-09-20,دقلة اليوم الوطني,ملابس,الرياض,361.67,46,3451.35
2023-09-20,أقفاص حلويات بشعار اليوم الوطني نحلم,هدايا,الرياض,99.07,45,10414.56
2023-09-15,شال اليوم الوطني السعودي 93 - الدرعية والعلا ( وشاح قماشي ),ملابس,جدة,296.16,74,10641.960000000001
2023-09-20,عقال رجالي مقصب,ملابس,خميس مشيط,400.68,81,4859.4
2023-09-20,شال اليوم الوطني السعودي 93 - المكعب والفضاء ( وشاح قماشي ),ملابس,جدة,355.41,93,6531.839999999999
2023-09-15,دقلة اليوم الوطني,ملابس,الدمام,64.71,80,9970.08
2023-09-17,جاكيت اطفال اليوم الوطني,ملابس,جدة,244.96,66,10864.580000000002
2023-09-17,وشاح أخضر مطبوع بشعار اليوم الوطني93 نحلم ونحقق,ملابس,الرياض,290.81,77,14185.539999999999
2023-09-21,دقلة اليوم الوطني (اسود),ملابس,جدة,455.47,81,22294.09
2023-09-21,دقلة اليوم الوطني (اسود),ملابس,الدمام,341.9,59,19579.23
2023-09-15,أقفاص حلويات بشعار اليوم الوطني نحلم,هدايا,خميس مشيط,230.62,60,11678.009999999998
2023-09-19,زينة اليوم الوطني السعودي 93 - نحلم ونحقق,هدايا,جدة,482.15,25,5881.33
2023-09-22,بشت اليوم الوطني مزخرف,ملابس,الدمام,165.57,53,33844.8
2023-09-17,شال السعودية ( وشاح قماشي ) - اليوم الوطني السعودي,ملابس,خميس مشيط,489.03,85,1839.44
2023-09-17,أكياس ميني أبيض بشعار اليوم الوطني93 نحلم ونحقق درزن(مجموعة 12 قطع),هدايا,جدة,445.17,88,14952.58
2023-09-16,شال السعودية ( وشاح قماشي ) - اليوم الوطني السعودي,ملابس,الرياض,256.51,94,37757.600000000006
2023-09-21,شال نسائي اليوم الوطني,ملابس,جدة,154.32,40,23695.22
2023-09-22,سديري الهوية الوطنية,ملابس,الدمام,142.93,76,23502.96
2023-09-22,أقفاص حلويات بشعار اليوم الوطني نحلم,هدايا,خميس مشيط,142.14,18,1847.8799999999999
2023-09-15,شال السعودية ( وشاح قماشي ) - اليوم الوطني السعودي,ملابس,جدة,201.84,57,6702.360000000001
2023-09-19,هدية تذكارية بنقش ليزر على الخشب لليوم الوطني (مجموعة 3 قطع),هدايا,الدمام,241.81,71,30363.3
2023-09-18,شال اليوم الوطني السعودي 93 - للقمة سائرين ( وشاح قماشي ),ملابس,خميس مشيط,466.71,61,3527.1499999999996
2023-09-21,شال اليوم الوطني السعودي 93 - للقمة سائرين ( وشاح قماشي ),ملابس,خميس مشيط,132.01,91,6651.5
2023-09-21,شال نسائي اليوم الوطني,ملابس,جدة,215.77,28,10635.3
2023-09-21,بالونات همة حتى القمة مجموعة(5 بالون),هدايا,خميس مشيط,64.08,71,16378.5
2023-09-16,بشت اليوم الوطني السعودي 93,ملابس,خميس مشيط,460.79,70,16286.880000000001
2023-09-21,بالونات اليوم الوطني 93 - 6 بالون أخضر,هدايا,الدمام,92.76,72,21876.3
2023-09-19,دقلة اليوم الوطني,ملابس,الرياض,100.89,19,15982.4
2023-09-22,مجموعة 6 اكياس بهوية اليوم الوطني 93 مقاس 13*11*11 سم,هدايا,خميس مشيط,277.88,5,18393.25
2023-09-16,بالونات همة حتى القمة مجموعة(5 بالون),هدايا,جدة,390.86,24,21268.17
2023-09-19,دقلة اليوم الوطني,ملابس,الدمام,100.66,24,11425.060000000001
2023-09-22,ستيكرات لاصقة (عدد 40)  شعار اليوم الوطني 93,هدايا,الدمام,497.42,44,11321.0
2023-09-18,تيشرت نحلم ونحقق,ملابس,خميس مشيط,274.66,1,8005.47
2023-09-16,كروت حاملة للورد بشعار اليوم الوطني نحلم ونحقق,هدايا,الدمام,51.85,48,17002.079999999998
2023-09-20,لوقو اكريليك دائري لليوم الوطني93 (درزن عدد 12 قطعة),هدايا,جدة,57.27,53,8795.8
2023-09-21,توزيعات شنطة الأناقة,هدايا,الدمام,337.08,50,7574.45
2023-09-22,لوقو اكريليك شعار اليوم الوطني93 (درزن عدد 12 قطعة),هدايا,الدمام,266.67,22,11664.66
2023-09-19,جاكيت اطفال اليوم الوطني,ملابس,جدة,352.03,34,17566.94
2023-09-19,بكج توزيعات نحلم ونحقق,هدايا,الرياض,309.72,5,1560.48
2023-09-16,كاب بهوية اليوم الوطني 93 - قبعة,هدايا,الدمام,323.7,98,27013.5
2023-09-16,تيشرت نحلم ونحقق,ملابس,الدمام,337.7,91,20663.22
2023-09-15,دقله اليوم الوطني السعودي 93,ملابس,خميس مشيط,96.89,9,18681.06
2023-09-20,بالونات همة حتى القمة مجموعة(5 بالون),هدايا,الرياض,168.22,3,22672.43
2023-09-22,ستيكرات لاصقة (عدد 40)  شعار اليوم الوطني 93,هدايا,الدمام,192.6,35,5344.08
2023-09-18,زينة اليوم الوطني السعودي 93 - نحلم ونحقق,هدايا,الدمام,385.28,97,15801.16
2023-09-17,بربتوز ولادي اليوم الوطني 93,ملابس,الرياض,324.78,26,22268.48
2023-09-17,دقله اليوم الوطني السعودي 93,ملابس,جدة,318.61,99,25617.68
2023-09-22,جاكيت ولادي او بناتي اليوم الوطني 93,ملابس,خميس مشيط,488.9,81,39668.32
2023-09-16,شال نسائي اليوم الوطني,ملابس,الرياض,319.19,2,10771.26
2023-09-18,تيشرت مع تنوره اليوم الوطني السعودي 93,ملابس,الدمام,316.61,78,26792.1
2023-09-17,زينة اليوم الوطني السعودي 93 - نحلم ونحقق,هدايا,خميس مشيط,233.51,84,1673.8799999999999
2023-09-17,دقلة اليوم الوطني (اسود),ملابس,جدة,203.84,73,21881.34
2023-09-17,مجموعة 12 كرت حامل,هدايا,خميس مشيط,475.54,62,14871.78
2023-09-19,مجموعة 6 بوكسات,هدايا,خميس مشيط,243.13,51,29391.24
2023-09-17,شال اليوم الوطني (نحلم ونحقق),ملابس,خميس مشيط,251.81,29,23696.76
2023-09-19,بالونات اليوم الوطني 93 - 6 بالون أخضر,هدايا,جدة,453.17,30,28715.94
2023-09-18,شال اليوم الوطني السعودي 93 - الدرعية والعلا ( وشاح قماشي ),ملابس,جدة,264.37,37,17421.88
2023-09-19,بالونات همة حتى القمة مجموعة(5 بالون),هدايا,جدة,152.76,62,16038.6
2023-09-17,جاكيت ولادي او بناتي اليوم الوطني 93,ملابس,خميس مشيط,150.23,56,25808.510000000002
2023-09-17,وشاح أخضر مطبوع بشعار اليوم الوطني93 نحلم ونحقق,ملابس,الدمام,355.76,73,5752.29
2023-09-21,تيشرت مع تنوره اليوم الوطني السعودي 93,ملابس,الرياض,94.26,98,5626.030000000001
2023-09-18,أكياس ميني أبيض بشعار اليوم الوطني93 نحلم ونحقق درزن(مجموعة 12 قطع),هدايا,جدة,138.34,59,22923.67
2023-09-20,تيشرت مع تنوره اليوم الوطني السعودي 93,ملابس,خميس مشيط,273.35,52,2533.58
2023-09-18,شال اليوم الوطني (هيا لنا دار),ملابس,الرياض,128.28,70,17648.800000000003
2023-09-22,بالونات اليوم الوطني 93 - 6 بالون أخضر,هدايا,خميس مشيط,233.76,58,37403.52
2023-09-15,بشت اليوم الوطني,ملابس,الرياض,407.92,47,14453.32
2023-09-17,شال اليوم الوطني السعودي 93 - للقمة سائرين ( وشاح قماشي ),ملابس,جدة,394.02,65,609.04
2023-09-19,هدية تذكارية بنقش ليزر على الخشب لليوم الوطني (مجموعة 3 قطع),هدايا,الدمام,172.36,60,1164.45
2023-09-17,جاكيت اطفال اليوم الوطني,ملابس,الدمام,299.6,6,17653.95
2023-09-21,مجموعة 12 كرت حامل,هدايا,جدة,374.35,27,3111.1000000000004
2023-09-19,عقال رجالي مقصب,ملابس,الدمام,317.8,62,3369.96
2023-09-16,سديري اليوم الوطني بالاسم,ملابس,الرياض,315.27,35,8050.9
2023-09-18,جاكيت اطفال اليوم الوطني,ملابس,الدمام,292.64,79,31539.64
2023-09-18,عقال مقصب,ملابس,خميس مشيط,102.8,46,12366.48
2023-09-15,بالونات اليوم الوطني 93 - 6 بالون أخضر,هدايا,خميس مشيط,367.98,61,2004.6
2023-09-20,أقفاص حلويات بشعار اليوم الوطني نحلم,هدايا,الرياض,78.84,9,8561.5
2023-09-15,بشت اليوم الوطني,ملابس,جدة,383.19,15,17037.68
2023-09-22,شال نسائي اليوم الوطني,ملابس,الرياض,202.19,25,30105.42
2023-09-22,بروش سيفين ونخلة - ( معدن ),هدايا,الدمام,293.62,41,12093.43
2023-09-19,دقلة اليوم الوطني,ملابس,خميس مشيط,258.7,94,41746.32
2023-09-20,تيشرت خارطة المملكة مع اسم المنطقة,ملابس,خميس مشيط,185.41,99,251.46
2023-09-16,مجموعة 12 كرت حامل,هدايا,خميس مشيط,246.78,81,3272.36
2023-09-16,بربتوز ولادي اليوم الوطني 93,ملابس,خميس مشيط,219.81,48,14624.08
2023-09-19,بكج توزيعات نحلم ونحقق,هدايا,خميس مشيط,379.94,6,3264.84
2023-09-22,ستيكرات لاصقة (عدد 40)  شعار اليوم الوطني 93,هدايا,الرياض,175.17,17,14579.56
2023-09-16,هدية تذكارية بنقش ليزر على الخشب لليوم الوطني (مجموعة 3 قطع),هدايا,الدمام,255.43,31,8445.88
2023-09-19,بربتوز ولادي اليوم الوطني 93,ملابس,الدمام,100.06,10,1610.3500000000001
2023-09-21,لوقو اكريليك دائري لليوم الوطني93 (درزن عدد 12 قطعة),هدايا,الدمام,172.45,11,2233.76
2023-09-17,شال اليوم الوطني (نحلم ونحقق),ملابس,خميس مشيط,129.86,65,3446.27
2023-09-18,بشت اليوم الوطني مع اضافه الاسم,ملابس,جدة,292.4,86,2918.52
2023-09-15,شال اليوم الوطني السعودي 93 - الدرعية والعلا ( وشاح قماشي ),ملابس,خميس مشيط,371.05,47,7414.219999999999
2023-09-15,تيشرت مع تنوره اليوم الوطني السعودي 93,ملابس,جدة,54.73,8,5378.88
2023-09-20,جاكيت اطفال اليوم الوطني,ملابس,جدة,393.11,76,23772.8
2023-09-17,سديري الهوية الوطنية,ملابس,جدة,395.56,57,13090.890000000001
2023-09-19,بشت اليوم الوطني السعودي 93,ملابس,الرياض,456.4,97,29768.670000000002
2023-09-19,دقلة اليوم الوطني (اسود),ملابس,الرياض,434.89,29,20725.039999999997
2023-09-17,بالونات همة حتى القمة مجموعة(5 بالون),هدايا,جدة,417.88,48,16840.0
2023-09-15,سديري الهوية الوطنية,ملابس,جدة,494.24,99,7504.900000000001
2023-09-22,بشت اليوم الوطني مع اضافه الاسم,ملابس,جدة,82.29,55,24757.920000000002
2023-09-22,هدية تذكارية بنقش ليزر على الخشب لليوم الوطني (مجموعة 3 قطع),هدايا,الدمام,419.19,88,38407.15
2023-09-20,شال اليوم الوطني السعودي 93 - للقمة سائرين ( وشاح قماشي ),ملابس,خميس مشيط,249.79,29,7890.4800000000005
2023-09-15,بشت اليوم الوطني السعودي 93,ملابس,خميس مشيط,90.91,98,11853.539999999999
2023-09-20,شال نسائي اليوم الوطني,ملابس,جدة,286.67,70,5200.56
2023-09-22,هدية تذكارية بنقش ليزر على الخشب لليوم الوطني (مجموعة 3 قطع),هدايا,جدة,234.45,51,11299.68
2023-09-21,شال نسائي اليوم الوطني,ملابس,جدة,346.76,83,9026.56
2023-09-15,بالونات اليوم الوطني 93 - 6 بالون أخضر,هدايا,جدة,465.44,55,8583.36
2023-09-18,دقلة اليوم الوطني,ملابس,خميس مشيط,67.41,41,7285.320000000001
2023-09-19,أقفاص حلويات بشعار اليوم الوطني نحلم,هدايا,الدمام,91.75,82,22546.44
2023-09-22,شال اليوم الوطني السعودي 93 - الدرعية والعلا ( وشاح قماشي ),ملابس,الرياض,88.15,49,25859.25
2023-09-18,تيشرت مع تنوره اليوم الوطني السعودي 93,ملابس,خميس مشيط,187.43,53,1842.0700000000002
2023-09-21,دقلة اليوم الوطني,ملابس,الرياض,313.62,16,7949.7699999999995
2023-09-16,سديري الهوية الوطنية,ملابس,الرياض,282.33,30,6570.0
2023-09-19,بالونات همة حتى القمة مجموعة(5 بالون),هدايا,الدمام,183.22,88,31616.100000000002
2023-09-19,شال السعودية ( وشاح قماشي ) - اليوم الوطني السعودي,ملابس,خميس مشيط,491.44,40,7480.26
2023-09-21,بشت اليوم الوطني السعودي 93,ملابس,جدة,206.89,64,3909.5
2023-09-16,شال اليوم الوطني السعودي 93 - الدرعية والعلا ( وشاح قماشي ),ملابس,خميس مشيط,486.5,74,19440.72
2023-09-20,سديري الهوية الوطنية,ملابس,جدة,449.39,13,21266.01
2023-09-22,تيشرت نحلم ونحقق,ملابس,الرياض,471.13,100,6321.0
2023-09-20,بروش سيفين ونخلة - ( معدن ),هدايا,جدة,452.46,88,32619.96
2023-09-18,دقلة اليوم الوطني,ملابس,الدمام,300.76,45,3371.7999999999997
2023-09-21,دقلة اليوم الوطني,ملابس,الدمام,472.87,66,16022.16
2023-09-15,بربتوز ولادي اليوم الوطني 93,ملابس,الرياض,59.5,45,9839.92
2023-09-20,بالونات اليوم الوطني 93 - 6 بالون أخضر,هدايا,خميس مشيط,382.58,26,10791.6
2023-09-20,تيشرت نحلم ونحقق,ملابس,الدمام,232.16,92,1605.5
2023-09-19,بالونات اليوم الوطني 93 - 6 بالون منوع,هدايا,خميس مشيط,409.75,27,22450.82
2023-09-15,كوب قهوة - جيش التوحيد - اليوم الوطني السعودي,هدايا,الرياض,441.9,42,34782.479999999996
2023-09-19,أقفاص حلويات بشعار اليوم الوطني نحلم,هدايا,جدة,155.13,24,42315.06
2023-09-21,أقفاص حلويات بشعار اليوم الوطني نحلم,هدايا,خميس مشيط,291.13,84,16021.480000000001
2023-09-21,بوكس مفأجات اليوم الوطني نحلم ونحقق,هدايا,خميس مشيط,453.15,45,9334.98
2023-09-21,سديري اليوم الوطني بالاسم,ملابس,جدة,312.02,30,17314.06
2023-09-22,جاكيت اطفال اليوم الوطني,ملابس,خميس مشيط,84.74,3,25504.46
2023-09-20,مجموعة 6 اكياس بهوية اليوم الوطني 93 مقاس 13*11*11 سم,هدايا,الدمام,320.66,35,4001.4
2023-09-19,كروت حاملة للورد بشعار اليوم الوطني نحلم ونحقق,هدايا,الدمام,390.05,38,27195.98
2023-09-20,ستيكرات لاصقة (عدد 40)  شعار اليوم الوطني 93,هدايا,جدة,142.72,50,3953.6
2023-09-18,جاكيت اطفال اليوم الوطني,ملابس,الرياض,306.16,41,3990.08
2023-09-19,بروش سيفين ونخلة - ( معدن ),هدايا,جدة,324.5,22,5463.85
2023-09-17,جاكيت اطفال اليوم الوطني,ملابس,الدمام,437.58,82,43205.0
2023-09-20,جاكيت اطفال اليوم الوطني,ملابس,الرياض,470.88,70,1148.77
2023-09-16,شال اليوم الوطني السعودي 93 - للقمة سائرين ( وشاح قماشي ),ملابس,جدة,379.24,10,33987.03
2023-09-21,شال نسائي اليوم الوطني,ملابس,الدمام,374.75,90,4263.0
2023-09-18,كروت حاملة للورد بشعار اليوم الوطني نحلم ونحقق,هدايا,الدمام,314.99,57,422.36
2023-09-17,جاكيت ولادي او بناتي اليوم الوطني 93,ملابس,الدمام,264.8,61,42088.64
2023-09-18,شال اليوم الوطني (نحلم ونحقق),ملابس,خميس مشيط,370.08,42,1643.0
2023-09-20,سديري الهوية الوطنية,ملابس,خميس مشيط,206.38,28,8534.16
2023-09-18,سديري ولادي اليوم الوطني 93,ملابس,الدمام,92.32,22,5316.64
2023-09-17,كوب قهوة - جيش التوحيد - اليوم الوطني السعودي,هدايا,الرياض,310.98,64,4070.4400000000005
2023-09-18,تيشرت مع تنوره اليوم الوطني السعودي 93,ملابس,خميس مشيط,119.73,68,17408.43
2023-09-20,مجموعة 12 كرت حامل,هدايا,خميس مشيط,282.78,51,1863.03
2023-09-18,ستيكرات لاصقة (عدد 40)  شعار اليوم الوطني 93,هدايا,الرياض,471.79,20,9833.46
2023-09-20,ستيكرات لاصقة (عدد 40)  شعار اليوم الوطني 93,هدايا,الرياض,203.73,27,4426.12
2023-09-17,كاب بهوية اليوم الوطني 93 - قبعة,هدايا,الرياض,396.77,26,11705.82
2023-09-21,توزيعات شنطة الأناقة,هدايا,جدة,371.46,40,32925.0
2023-09-21,سديري الهوية الوطنية,ملابس,الدمام,177.76,77,34506.0
2023-09-19,بشت اليوم الوطني السعودي 93,ملابس,خميس مشيط,302.88,79,19998.05
2023-09-16,جاكيت اطفال اليوم الوطني,ملابس,الدمام,235.19,80,29447.260000000002
2023-09-19,شال اليوم الوطني السعودي 93 - للقمة سائرين ( وشاح قماشي ),ملابس,خميس مشيط,474.11,32,10017.0
2023-09-21,بشت اليوم الوطني,ملابس,خميس مشيط,127.29,79,3864.6
2023-09-16,مجموعة 6 بوكسات,هدايا,الرياض,257.07,73,5998.200000000001
2023-09-15,سديري الهوية الوطنية,ملابس,الدمام,350.26,81,20988.24
2023-09-22,كوب قهوة - جيش التوحيد - اليوم الوطني السعودي,هدايا,خميس مشيط,142.95,12,6204.87
2023-09-16,بالونات اليوم الوطني 93 - 6 بالون منوع,هدايا,جدة,108.65,26,9081.32
2023-09-22,شال اليوم الوطني السعودي 93 - المكعب والفضاء ( وشاح قماشي ),ملابس,الرياض,161.78,57,33520.409999999996
2023-09-16,ستيكرات لاصقة (عدد 40)  شعار اليوم الوطني 93,هدايا,جدة,332.18,12,13379.039999999999
2023-09-18,عقال مقصب,ملابس,خميس مشيط,109.17,46,23206.72
2023-09-19,بروش سيفين ونخلة - ( معدن ),هدايا,جدة,191.79,35,8875.36
2023-09-18,دقلة اليوم الوطني (اسود),ملابس,جدة,192.84,6,2083.56
2023-09-18,تيشرت نحلم ونحقق,ملابس,جدة,144.55,36,25821.99
2023-09-19,توزيعات شنطة الأناقة,هدايا,جدة,180.58,73,11505.84
2023-09-17,لوقو اكريليك شعار اليوم الوطني93 (درزن عدد 12 قطعة),هدايا,جدة,459.02,86,10766.34
2023-09-18,كوب قهوة - جيش التوحيد - اليوم الوطني السعودي,هدايا,جدة,82.69,91,22443.57
2023-09-21,بوكس مفأجات اليوم الوطني نحلم ونحقق,هدايا,خميس مشيط,221.0,100,19246.739999999998
2023-09-16,شال نسائي اليوم الوطني,ملابس,خميس مشيط,193.86,3,7999.36
2023-09-22,شال اليوم الوطني السعودي 93 - المكعب والفضاء ( وشاح قماشي ),ملابس,الدمام,266.48,45,35065.03
2023-09-22,مجموعة 6 اكياس بهوية اليوم الوطني 93 مقاس 13*11*11 سم,هدايا,جدة,166.09,64,31887.86
2023-09-21,مجموعة 6 اكياس بهوية اليوم الوطني 93 مقاس 13*11*11 سم,هدايا,الدمام,105.68,53,16066.6
2023-09-17,بربتوز ولادي اليوم الوطني 93,ملابس,الدمام,354.84,35,11360.16
2023-09-15,سديري ولادي اليوم الوطني 93,ملابس,جدة,179.12,5,42966.53
2023-09-20,مجموعة 12 كرت حامل,هدايا,خميس مشيط,298.69,25,37198.4
2023-09-22,بروش علم السعودية - ( معدن ),هدايا,جدة,312.31,23,16336.64
2023-09-16,بروش علم السعودية - ( معدن ),هدايا,جدة,461.82,37,26695.34
2023-09-18,جاكيت ولادي او بناتي اليوم الوطني 93,ملابس,جدة,112.3,84,19030.2
2023-09-18,شال نسائي اليوم الوطني,ملابس,جدة,251.07,50,23320.93
2023-09-16,شال نسائي اليوم الوطني,ملابس,خميس مشيط,240.88,51,10743.52
2023-09-16,جاكيت ولادي او بناتي اليوم الوطني 93,ملابس,جدة,367.8,11,2664.5
2023-09-21,دقلة اليوم الوطني,ملابس,خميس مشيط,421.33,40,925.12
2023-09-15,سديري الهوية الوطنية,ملابس,الدمام,111.71,24,4167.84
2023-09-15,بالونات اليوم الوطني 93 - 6 بالون منوع,هدايا,الدمام,287.11,67,8557.35
2023-09-22,تيشرت نحلم ونحقق,ملابس,الدمام,256.65,49,2878.8199999999997
2023-09-15,جاكيت اطفال اليوم الوطني,ملابس,الدمام,432.62,34,9637.56
2023-09-19,تيشرت نحلم ونحقق,ملابس,الدمام,273.4,94,13397.76
2023-09-16,سديري ولادي اليوم الوطني 93,ملابس,الدمام,90.61,67,11161.51
2023-09-18,سديري الهوية الوطنية,ملابس,الدمام,228.12,76,3150.04
2023-09-21,بالونات اليوم الوطني 93 - 6 بالون منوع,هدايا,جدة,438.41,51,3677.4
2023-09-17,بشت اليوم الوطني مزخرف,ملابس,الرياض,91.92,9,8406.93
2023-09-18,بالونات اليوم الوطني 93 - 6 بالون منوع,هدايا,الرياض,174.76,79,808.94
2023-09-19,عقال مقصب,ملابس,خميس مشيط,203.23,84,514.98
2023-09-20,هدية تذكارية بنقش ليزر على الخشب لليوم الوطني (مجموعة 3 قطع),هدايا,الرياض,337.13,69,2989.2599999999998
2023-09-21,سديري الهوية الوطنية,ملابس,الدمام,150.71,1,2453.82
2023-09-22,أقفاص حلويات بشعار اليوم الوطني نحلم,هدايا,خميس مشيط,331.21,95,6424.599999999999
